Plot,Epi,Chip,Length,RidgeW,Temp,DataType,DataNo,Resistance,Ideality,Leakage,Threshold,PowerMax,Rolloff,File,Folder
x,E2,R03C02,400,2.5,45,LIV,1,,,,32,38.31735,244,E2_R03C02_Ridge_2.5um_L_400um_T_45C_LIV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E2/DOE 1/Mounted/LIV/400um/R03C02
x,E2,R03C02,400,3,25,IV,1,2.88,2.787771074,-2.38E-06,,,,E2_R03C02_Ridge_3um_L_400um_T_25C_IV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E2/DOE 1/Mounted/LIV/400um/R03C02
x,E2,R03C02,400,3,25,LIV,1,,,,31,41.90827,311,E2_R03C02_Ridge_3um_L_400um_T_25C_LIV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E2/DOE 1/Mounted/LIV/400um/R03C02
x,E2,R03C02,400,3,38,IV,1,2.71,3.053353166,-2.58E-06,,,,E2_R03C02_Ridge_3um_L_400um_T_38C_IV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E2/DOE 1/Mounted/LIV/400um/R03C02
x,E2,R03C02,400,3,38,LIV,1,,,,40,31.72856,286,E2_R03C02_Ridge_3um_L_400um_T_38C_LIV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E2/DOE 1/Mounted/LIV/400um/R03C02
x,E2,R03C02,400,3,45,IV,1,2.68,3.15407847,-2.64E-06,,,,E2_R03C02_Ridge_3um_L_400um_T_45C_IV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E2/DOE 1/Mounted/LIV/400um/R03C02
x,E2,R03C02,400,3,45,LIV,1,,,,44,28.9985,224,E2_R03C02_Ridge_3um_L_400um_T_45C_LIV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E2/DOE 1/Mounted/LIV/400um/R03C02
x,E2,R03C10,400,2,25,IV,1,4.85,2.584507179,-1.33E-06,,,,E2_R03C10_Ridge_2um_L_400um_T_25C_IV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E2/DOE 1/Mounted/LIV/400um/R03C10
x,E2,R03C10,400,2,25,LIV,1,,,,22,30.89825,195,E2_R03C10_Ridge_2um_L_400um_T_25C_LIV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E2/DOE 1/Mounted/LIV/400um/R03C10
x,E2,R03C10,400,2,38,IV,1,4.77,2.753599683,-1.34E-06,,,,E2_R03C10_Ridge_2um_L_400um_T_38C_IV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E2/DOE 1/Mounted/LIV/400um/R03C10
x,E2,R03C10,400,2,38,LIV,1,,,,26,25.65064,175,E2_R03C10_Ridge_2um_L_400um_T_38C_LIV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E2/DOE 1/Mounted/LIV/400um/R03C10
x,E2,R03C10,400,2,45,IV,1,4.66,2.829477648,-1.33E-06,,,,E2_R03C10_Ridge_2um_L_400um_T_45C_IV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E2/DOE 1/Mounted/LIV/400um/R03C10
x,E2,R03C10,400,2,45,LIV,1,,,,32,22.60038,173,E2_R03C10_Ridge_2um_L_400um_T_45C_LIV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E2/DOE 1/Mounted/LIV/400um/R03C10
x,E2,R03C10,400,2.3,25,IV,1,3.97,2.548934256,-1.30E-06,,,,E2_R03C10_Ridge_2.3um_L_400um_T_25C_IV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E2/DOE 1/Mounted/LIV/400um/R03C10
x,E2,R03C10,400,2.3,25,LIV,1,,,,18,42.50884,243,E2_R03C10_Ridge_2.3um_L_400um_T_25C_LIV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E2/DOE 1/Mounted/LIV/400um/R03C10
x,E2,R03C10,400,2.3,38,IV,1,3.95,2.716711156,-1.26E-06,,,,E2_R03C10_Ridge_2.3um_L_400um_T_38C_IV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E2/DOE 1/Mounted/LIV/400um/R03C10
x,E2,R03C10,400,2.3,38,LIV,1,,,,22,35.96724,203,E2_R03C10_Ridge_2.3um_L_400um_T_38C_LIV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E2/DOE 1/Mounted/LIV/400um/R03C10
x,E2,R03C10,400,2.3,45,IV,1,3.88,2.78788629,-1.36E-06,,,,E2_R03C10_Ridge_2.3um_L_400um_T_45C_IV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E2/DOE 1/Mounted/LIV/400um/R03C10
x,E2,R03C10,400,2.3,45,LIV,1,,,,24,32.74478,196,E2_R03C10_Ridge_2.3um_L_400um_T_45C_LIV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E2/DOE 1/Mounted/LIV/400um/R03C10
x,E2,R03C10,400,2.5,25,IV,1,3.63,2.544944699,-1.29E-06,,,,E2_R03C10_Ridge_2.5um_L_400um_T_25C_IV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E2/DOE 1/Mounted/LIV/400um/R03C10
x,E2,R03C10,400,2.5,25,LIV,1,,,,21,41.96122,254,E2_R03C10_Ridge_2.5um_L_400um_T_25C_LIV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E2/DOE 1/Mounted/LIV/400um/R03C10
x,E2,R03C10,400,2.5,38,IV,1,3.64,2.713170882,-1.31E-06,,,,E2_R03C10_Ridge_2.5um_L_400um_T_38C_IV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E2/DOE 1/Mounted/LIV/400um/R03C10
x,E2,R03C10,400,2.5,38,LIV,1,,,,25,33.96704,202,E2_R03C10_Ridge_2.5um_L_400um_T_38C_LIV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E2/DOE 1/Mounted/LIV/400um/R03C10
x,E2,R03C10,400,2.5,45,IV,1,3.59,2.786808001,-1.37E-06,,,,E2_R03C10_Ridge_2.5um_L_400um_T_45C_IV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E2/DOE 1/Mounted/LIV/400um/R03C10
x,E2,R03C10,400,2.5,45,LIV,1,,,,30,32.22043,207,E2_R03C10_Ridge_2.5um_L_400um_T_45C_LIV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E2/DOE 1/Mounted/LIV/400um/R03C10
x,E2,R03C10,400,3,25,IV,1,3.59,2.514558597,-1.30E-06,,,,E2_R03C10_Ridge_3um_L_400um_T_25C_IV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E2/DOE 1/Mounted/LIV/400um/R03C10
x,E2,R03C10,400,3,25,LIV,1,,,,16,61.64195,286.99,E2_R03C10_Ridge_3um_L_400um_T_25C_LIV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E2/DOE 1/Mounted/LIV/400um/R03C10
x,E2,R03C10,400,3,38,IV,1,3.03,2.658960165,-1.30E-06,,,,E2_R03C10_Ridge_3um_L_400um_T_38C_IV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E2/DOE 1/Mounted/LIV/400um/R03C10
x,E2,R03C10,400,3,38,LIV,1,,,,20,53.52468,279,E2_R03C10_Ridge_3um_L_400um_T_38C_LIV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E2/DOE 1/Mounted/LIV/400um/R03C10
x,E2,R03C10,400,3,45,IV,1,2.99,2.729145887,-1.38E-06,,,,E2_R03C10_Ridge_3um_L_400um_T_45C_IV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E2/DOE 1/Mounted/LIV/400um/R03C10
x,E2,R03C10,400,3,45,LIV,1,,,,22,49.32196,264.01,E2_R03C10_Ridge_3um_L_400um_T_45C_LIV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E2/DOE 1/Mounted/LIV/400um/R03C10
x,E2,R04C02,400,2,25,IV,1,3.19,3.146626638,-5.52E-05,,,,E2_R04C02_Ridge_2um_L_400um_T_25C_IV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E2/DOE 1/Mounted/LIV/400um/R04C02
x,E2,R04C02,400,2,25,LIV,1,,,,15,43.2376,254,E2_R04C02_Ridge_2um_L_400um_T_25C_LIV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E2/DOE 1/Mounted/LIV/400um/R04C02
x,E2,R04C02,400,2,38,IV,1,3.3,3.185036646,-5.59E-05,,,,E2_R04C02_Ridge_2um_L_400um_T_38C_IV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E2/DOE 1/Mounted/LIV/400um/R04C02
x,E2,R04C02,400,2,38,LIV,1,,,,19,37.11315,246,E2_R04C02_Ridge_2um_L_400um_T_38C_LIV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E2/DOE 1/Mounted/LIV/400um/R04C02
x,E2,R04C02,400,2,45,IV,1,3.33,3.205942601,-5.59E-05,,,,E2_R04C02_Ridge_2um_L_400um_T_45C_IV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E2/DOE 1/Mounted/LIV/400um/R04C02
x,E2,R04C02,400,2,45,LIV,1,,,,20,33.51737,243,E2_R04C02_Ridge_2um_L_400um_T_45C_LIV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E2/DOE 1/Mounted/LIV/400um/R04C02
x,E2,R04C02,400,2.3,25,IV,1,2.76,3.115201859,-5.58E-05,,,,E2_R04C02_Ridge_2.3um_L_400um_T_25C_IV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E2/DOE 1/Mounted/LIV/400um/R04C02
x,E2,R04C02,400,2.3,25,LIV,1,,,,20,36.87871,298.99,E2_R04C02_Ridge_2.3um_L_400um_T_25C_LIV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E2/DOE 1/Mounted/LIV/400um/R04C02
x,E2,R04C02,400,2.3,38,IV,1,2.89,3.156725759,-5.64E-05,,,,E2_R04C02_Ridge_2.3um_L_400um_T_38C_IV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E2/DOE 1/Mounted/LIV/400um/R04C02
x,E2,R04C02,400,2.3,38,LIV,1,,,,24,27.58626,269,E2_R04C02_Ridge_2.3um_L_400um_T_38C_LIV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E2/DOE 1/Mounted/LIV/400um/R04C02
x,E2,R04C02,400,2.3,45,IV,1,2.89,3.17329434,-5.67E-05,,,,E2_R04C02_Ridge_2.3um_L_400um_T_45C_IV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E2/DOE 1/Mounted/LIV/400um/R04C02
x,E2,R04C02,400,2.3,45,LIV,1,,,,27,22.80177,262,E2_R04C02_Ridge_2.3um_L_400um_T_45C_LIV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E2/DOE 1/Mounted/LIV/400um/R04C02
x,E2,R04C02,400,2.5,25,IV,1,2.6,3.115528734,-5.74E-05,,,,E2_R04C02_Ridge_2.5um_L_400um_T_25C_IV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E2/DOE 1/Mounted/LIV/400um/R04C02
x,E2,R04C02,400,2.5,25,LIV,1,,,,17,55.3765,267,E2_R04C02_Ridge_2.5um_L_400um_T_25C_LIV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E2/DOE 1/Mounted/LIV/400um/R04C02
x,E2,R04C02,400,2.5,38,IV,1,2.69,3.143617795,-5.82E-05,,,,E2_R04C02_Ridge_2.5um_L_400um_T_38C_IV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E2/DOE 1/Mounted/LIV/400um/R04C02
x,E2,R04C02,400,2.5,38,LIV,1,,,,21,46.91912,256,E2_R04C02_Ridge_2.5um_L_400um_T_38C_LIV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E2/DOE 1/Mounted/LIV/400um/R04C02
x,E2,R04C02,400,2.5,45,IV,1,2.9,3.181966079,-5.86E-05,,,,E2_R04C02_Ridge_2.5um_L_400um_T_45C_IV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E2/DOE 1/Mounted/LIV/400um/R04C02
x,E2,R04C02,400,2.5,45,LIV,1,,,,23,41.76525,243.99,E2_R04C02_Ridge_2.5um_L_400um_T_45C_LIV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E2/DOE 1/Mounted/LIV/400um/R04C02
x,E2,R04C02,400,3,25,IV,1,2.34,3.113704802,-5.89E-05,,,,E2_R04C02_Ridge_3um_L_400um_T_25C_IV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E2/DOE 1/Mounted/LIV/400um/R04C02
x,E2,R04C02,400,3,25,LIV,1,,,,25,46.48983,288,E2_R04C02_Ridge_3um_L_400um_T_25C_LIV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E2/DOE 1/Mounted/LIV/400um/R04C02
x,E2,R04C02,400,3,38,IV,1,2.4,3.145978485,-5.95E-05,,,,E2_R04C02_Ridge_3um_L_400um_T_38C_IV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E2/DOE 1/Mounted/LIV/400um/R04C02
x,E2,R04C02,400,3,38,LIV,1,,,,31,36.74141,272,E2_R04C02_Ridge_3um_L_400um_T_38C_LIV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E2/DOE 1/Mounted/LIV/400um/R04C02
x,E2,R04C02,400,3,45,IV,1,2.45,3.165536185,-5.99E-05,,,,E2_R04C02_Ridge_3um_L_400um_T_45C_IV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E2/DOE 1/Mounted/LIV/400um/R04C02
x,E2,R04C02,400,3,45,LIV,1,,,,35,30.50122,255,E2_R04C02_Ridge_3um_L_400um_T_45C_LIV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E2/DOE 1/Mounted/LIV/400um/R04C02
x,E2,R04C10,400,2.3,25,IV,1,3.51,2.920184431,-1.24E-06,,,,E2_R04C10_Ridge_2.3um_L_400um_T_25C_IV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E2/DOE 1/Mounted/LIV/400um/R04C10
x,E2,R04C10,400,2.3,25,LIV,1,,,,20,44.56825,245,E2_R04C10_Ridge_2.3um_L_400um_T_25C_LIV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E2/DOE 1/Mounted/LIV/400um/R04C10
x,E2,R04C10,400,2.3,38,IV,1,3.79,2.866475931,-1.30E-06,,,,E2_R04C10_Ridge_2.3um_L_400um_T_38C_IV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E2/DOE 1/Mounted/LIV/400um/R04C10
x,E2,R04C10,400,2.3,38,LIV,1,,,,25,36.4551,223.01,E2_R04C10_Ridge_2.3um_L_400um_T_38C_LIV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E2/DOE 1/Mounted/LIV/400um/R04C10
x,E2,R04C10,400,2.3,45,IV,1,3.68,3.011693952,-1.44E-06,,,,E2_R04C10_Ridge_2.3um_L_400um_T_45C_IV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E2/DOE 1/Mounted/LIV/400um/R04C10
x,E2,R04C10,400,2.3,45,LIV,1,,,,28,32.21919,210,E2_R04C10_Ridge_2.3um_L_400um_T_45C_LIV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E2/DOE 1/Mounted/LIV/400um/R04C10
x,E2,R04C10,400,2.5,25,IV,1,3.2,2.885005328,-1.30E-06,,,,E2_R04C10_Ridge_2.5um_L_400um_T_25C_IV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E2/DOE 1/Mounted/LIV/400um/R04C10
x,E2,R04C10,400,2.5,25,LIV,1,,,,20,47.9021,254,E2_R04C10_Ridge_2.5um_L_400um_T_25C_LIV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E2/DOE 1/Mounted/LIV/400um/R04C10
x,E2,R04C10,400,2.5,38,IV,1,3.39,2.852340911,-1.38E-06,,,,E2_R04C10_Ridge_2.5um_L_400um_T_38C_IV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E2/DOE 1/Mounted/LIV/400um/R04C10
x,E2,R04C10,400,2.5,38,LIV,1,,,,25,40.37808,222,E2_R04C10_Ridge_2.5um_L_400um_T_38C_LIV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E2/DOE 1/Mounted/LIV/400um/R04C10
x,E2,R04C10,400,2.5,45,IV,1,3.33,2.977088683,-1.37E-06,,,,E2_R04C10_Ridge_2.5um_L_400um_T_45C_IV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E2/DOE 1/Mounted/LIV/400um/R04C10
x,E2,R04C10,400,2.5,45,LIV,1,,,,27,36.25776,208,E2_R04C10_Ridge_2.5um_L_400um_T_45C_LIV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E2/DOE 1/Mounted/LIV/400um/R04C10
x,E2,R04C10,400,3,25,IV,1,3.2,2.877329754,-1.30E-06,,,,E2_R04C10_Ridge_3um_L_400um_T_25C_IV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E2/DOE 1/Mounted/LIV/400um/R04C10
x,E2,R04C10,400,3,25,LIV,1,,,,29,39.90179,281.01,E2_R04C10_Ridge_3um_L_400um_T_25C_LIV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E2/DOE 1/Mounted/LIV/400um/R04C10
x,E2,R04C10,400,3,38,IV,1,3.11,2.817903448,-1.33E-06,,,,E2_R04C10_Ridge_3um_L_400um_T_38C_IV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E2/DOE 1/Mounted/LIV/400um/R04C10
x,E2,R04C10,400,3,38,LIV,1,,,,37,33.06148,240,E2_R04C10_Ridge_3um_L_400um_T_38C_LIV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E2/DOE 1/Mounted/LIV/400um/R04C10
x,E2,R04C10,400,3,45,IV,1,2.93,2.939247262,-1.41E-06,,,,E2_R04C10_Ridge_3um_L_400um_T_45C_IV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E2/DOE 1/Mounted/LIV/400um/R04C10
x,E2,R04C10,400,3,45,LIV,1,,,,42,29.50211,237,E2_R04C10_Ridge_3um_L_400um_T_45C_LIV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E2/DOE 1/Mounted/LIV/400um/R04C10
x,E2,R03C04,700,2,25,IV,1,2.53,2.66331875,-2.18E-06,,,,E2_R03C04_Ridge_2um_L_700um_T_25C_IV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E2/DOE 1/Mounted/LIV/700um/R03C04
x,E2,R03C04,700,2,25,LIV,1,,,,27,31.78692,312,E2_R03C04_Ridge_2um_L_700um_T_25C_LIV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E2/DOE 1/Mounted/LIV/700um/R03C04
x,E2,R03C04,700,2,38,IV,1,2.47,2.70113216,-2.22E-06,,,,E2_R03C04_Ridge_2um_L_700um_T_38C_IV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E2/DOE 1/Mounted/LIV/700um/R03C04
x,E2,R03C04,700,2,38,LIV,1,,,,32,26.28757,273,E2_R03C04_Ridge_2um_L_700um_T_38C_LIV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E2/DOE 1/Mounted/LIV/700um/R03C04
x,E2,R03C04,700,2,45,IV,1,2.53,2.711683842,-2.29E-06,,,,E2_R03C04_Ridge_2um_L_700um_T_45C_IV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E2/DOE 1/Mounted/LIV/700um/R03C04
x,E2,R03C04,700,2,45,LIV,1,,,,38,23.1846,240,E2_R03C04_Ridge_2um_L_700um_T_45C_LIV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E2/DOE 1/Mounted/LIV/700um/R03C04
x,E2,R03C04,700,2.3,25,IV,1,1.98,2.616723295,-2.15E-06,,,,E2_R03C04_Ridge_2.3um_L_700um_T_25C_IV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E2/DOE 1/Mounted/LIV/700um/R03C04
x,E2,R03C04,700,2.3,25,LIV,1,,,,20,75.08354,402,E2_R03C04_Ridge_2.3um_L_700um_T_25C_LIV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E2/DOE 1/Mounted/LIV/700um/R03C04
x,E2,R03C04,700,2.3,38,IV,1,2.24,2.415283586,-2.34E-06,,,,E2_R03C04_Ridge_2.3um_L_700um_T_38C_IV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E2/DOE 1/Mounted/LIV/700um/R03C04
x,E2,R03C04,700,2.3,38,LIV,1,,,,24,66.11019,385,E2_R03C04_Ridge_2.3um_L_700um_T_38C_LIV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E2/DOE 1/Mounted/LIV/700um/R03C04
x,E2,R03C04,700,2.3,45,IV,1,2.05,2.675045847,-2.32E-06,,,,E2_R03C04_Ridge_2.3um_L_700um_T_45C_IV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E2/DOE 1/Mounted/LIV/700um/R03C04
x,E2,R03C04,700,2.3,45,LIV,1,,,,27,61.08211,366.01,E2_R03C04_Ridge_2.3um_L_700um_T_45C_LIV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E2/DOE 1/Mounted/LIV/700um/R03C04
x,E2,R03C04,700,2.5,25,IV,1,1.54,2.562017821,-2.26E-06,,,,E2_R03C04_Ridge_2.5um_L_700um_T_25C_IV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E2/DOE 1/Mounted/LIV/700um/R03C04
x,E2,R03C04,700,2.5,25,LIV,1,,,,38,54.98086,462,E2_R03C04_Ridge_2.5um_L_700um_T_25C_LIV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E2/DOE 1/Mounted/LIV/700um/R03C04
x,E2,R03C04,700,2.5,38,IV,1,1.56,2.669419398,-2.27E-06,,,,E2_R03C04_Ridge_2.5um_L_700um_T_38C_IV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E2/DOE 1/Mounted/LIV/700um/R03C04
x,E2,R03C04,700,2.5,38,LIV,1,,,,43,46.43548,433,E2_R03C04_Ridge_2.5um_L_700um_T_38C_LIV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E2/DOE 1/Mounted/LIV/700um/R03C04
x,E2,R03C04,700,2.5,45,IV,1,1.61,2.606907632,-2.41E-06,,,,E2_R03C04_Ridge_2.5um_L_700um_T_45C_IV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E2/DOE 1/Mounted/LIV/700um/R03C04
x,E2,R03C04,700,2.5,45,LIV,1,,,,48,41.86881,423,E2_R03C04_Ridge_2.5um_L_700um_T_45C_LIV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E2/DOE 1/Mounted/LIV/700um/R03C04
x,E2,R03C04,700,3,25,IV,1,1.76,2.621755088,-2.24E-06,,,,E2_R03C04_Ridge_3um_L_700um_T_25C_IV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E2/DOE 1/Mounted/LIV/700um/R03C04
x,E2,R03C04,700,3,25,LIV,1,,,,26,73.61678,462,E2_R03C04_Ridge_3um_L_700um_T_25C_LIV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E2/DOE 1/Mounted/LIV/700um/R03C04
x,E2,R03C04,700,3,38,IV,1,1.98,2.441709232,-2.30E-06,,,,E2_R03C04_Ridge_3um_L_700um_T_38C_IV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E2/DOE 1/Mounted/LIV/700um/R03C04
x,E2,R03C04,700,3,38,LIV,1,,,,30,63.59319,394,E2_R03C04_Ridge_3um_L_700um_T_38C_LIV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E2/DOE 1/Mounted/LIV/700um/R03C04
x,E2,R03C04,700,3,45,IV,1,1.82,2.658646171,-2.24E-06,,,,E2_R03C04_Ridge_3um_L_700um_T_45C_IV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E2/DOE 1/Mounted/LIV/700um/R03C04
x,E2,R03C04,700,3,45,LIV,1,,,,35,57.91315,387,E2_R03C04_Ridge_3um_L_700um_T_45C_LIV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E2/DOE 1/Mounted/LIV/700um/R03C04
x,E2,R03C12,700,2,25,IV,1,2.68,2.47789595,-2.20E-06,,,,E2_R03C12_Ridge_2um_L_700um_T_25C_IV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E2/DOE 1/Mounted/LIV/700um/R03C12
x,E2,R03C12,700,2,25,LIV,1,,,,20,46.51653,263,E2_R03C12_Ridge_2um_L_700um_T_25C_LIV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E2/DOE 1/Mounted/LIV/700um/R03C12
x,E2,R03C12,700,2,38,IV,1,2.65,2.643416716,-2.21E-06,,,,E2_R03C12_Ridge_2um_L_700um_T_38C_IV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E2/DOE 1/Mounted/LIV/700um/R03C12
x,E2,R03C12,700,2,38,LIV,1,,,,23,38.80119,273.99,E2_R03C12_Ridge_2um_L_700um_T_38C_LIV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E2/DOE 1/Mounted/LIV/700um/R03C12
x,E2,R03C12,700,2,45,IV,1,2.64,2.712233064,-2.21E-06,,,,E2_R03C12_Ridge_2um_L_700um_T_45C_IV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E2/DOE 1/Mounted/LIV/700um/R03C12
x,E2,R03C12,700,2,45,LIV,1,,,,27,36.12407,266,E2_R03C12_Ridge_2um_L_700um_T_45C_LIV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E2/DOE 1/Mounted/LIV/700um/R03C12
x,E2,R03C12,700,2.3,25,IV,1,2.35,2.48359006,-2.07E-06,,,,E2_R03C12_Ridge_2.3um_L_700um_T_25C_IV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E2/DOE 1/Mounted/LIV/700um/R03C12
x,E2,R03C12,700,2.3,25,LIV,1,,,,24,56.66843,370,E2_R03C12_Ridge_2.3um_L_700um_T_25C_LIV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E2/DOE 1/Mounted/LIV/700um/R03C12
x,E2,R03C12,700,2.3,38,IV,1,2.3,2.633430818,-2.28E-06,,,,E2_R03C12_Ridge_2.3um_L_700um_T_38C_IV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E2/DOE 1/Mounted/LIV/700um/R03C12
